name,nb_arg,nb_branch_star
debate_graph_star_12_arg_34_553.apx,34,12
debate_graph_star_12_arg_34_5577.apx,34,12
debate_graph_star_12_arg_34_5663.apx,34,12
debate_graph_star_12_arg_34_5795.apx,34,12
debate_graph_star_12_arg_34_5921.apx,34,12
debate_graph_star_12_arg_34_6019.apx,34,12
debate_graph_star_12_arg_34_6104.apx,34,12
debate_graph_star_12_arg_34_6113.apx,34,12
debate_graph_star_12_arg_34_6145.apx,34,12
debate_graph_star_12_arg_34_6230.apx,34,12
debate_graph_star_12_arg_34_6244.apx,34,12
debate_graph_star_12_arg_34_6285.apx,34,12
debate_graph_star_12_arg_34_6358.apx,34,12
debate_graph_star_12_arg_34_6365.apx,34,12
debate_graph_star_12_arg_34_6502.apx,34,12
debate_graph_star_12_arg_34_6525.apx,34,12
debate_graph_star_12_arg_34_6538.apx,34,12
debate_graph_star_12_arg_34_6562.apx,34,12
debate_graph_star_12_arg_34_6644.apx,34,12
debate_graph_star_12_arg_34_6934.apx,34,12
debate_graph_star_12_arg_34_6963.apx,34,12
debate_graph_star_12_arg_34_7155.apx,34,12
debate_graph_star_12_arg_34_7460.apx,34,12
debate_graph_star_12_arg_34_7487.apx,34,12
debate_graph_star_12_arg_34_7548.apx,34,12
debate_graph_star_12_arg_34_7606.apx,34,12
debate_graph_star_12_arg_34_7693.apx,34,12
debate_graph_star_12_arg_34_7790.apx,34,12
debate_graph_star_12_arg_34_7845.apx,34,12
debate_graph_star_12_arg_34_7912.apx,34,12
debate_graph_star_12_arg_34_7966.apx,34,12
debate_graph_star_12_arg_34_8216.apx,34,12
debate_graph_star_12_arg_34_874.apx,34,12
debate_graph_star_12_arg_34_8759.apx,34,12
debate_graph_star_12_arg_34_900.apx,34,12
debate_graph_star_12_arg_34_9147.apx,34,12
debate_graph_star_12_arg_34_9726.apx,34,12
debate_graph_star_12_arg_34_9759.apx,34,12
debate_graph_star_12_arg_34_9792.apx,34,12
debate_graph_star_12_arg_35_105.apx,35,12
debate_graph_star_12_arg_35_1097.apx,35,12
debate_graph_star_12_arg_35_131.apx,35,12
debate_graph_star_12_arg_35_1317.apx,35,12
debate_graph_star_12_arg_35_1469.apx,35,12
debate_graph_star_12_arg_35_157.apx,35,12
debate_graph_star_12_arg_35_1736.apx,35,12
debate_graph_star_12_arg_35_1761.apx,35,12
debate_graph_star_12_arg_35_1774.apx,35,12
debate_graph_star_12_arg_35_193.apx,35,12
debate_graph_star_12_arg_35_2018.apx,35,12
debate_graph_star_12_arg_35_224.apx,35,12
debate_graph_star_12_arg_35_2322.apx,35,12
debate_graph_star_12_arg_35_2384.apx,35,12
debate_graph_star_12_arg_35_2389.apx,35,12
debate_graph_star_12_arg_35_2396.apx,35,12
debate_graph_star_12_arg_35_2444.apx,35,12
debate_graph_star_12_arg_35_2613.apx,35,12
debate_graph_star_12_arg_35_2630.apx,35,12
debate_graph_star_12_arg_35_2903.apx,35,12
debate_graph_star_12_arg_35_3281.apx,35,12
debate_graph_star_12_arg_35_3375.apx,35,12
debate_graph_star_12_arg_35_3406.apx,35,12
debate_graph_star_12_arg_35_3409.apx,35,12
debate_graph_star_12_arg_35_3617.apx,35,12
debate_graph_star_12_arg_35_3634.apx,35,12
debate_graph_star_12_arg_35_3686.apx,35,12
debate_graph_star_12_arg_35_3792.apx,35,12
debate_graph_star_12_arg_35_3849.apx,35,12
debate_graph_star_12_arg_35_3986.apx,35,12
debate_graph_star_12_arg_35_4001.apx,35,12
debate_graph_star_12_arg_35_4017.apx,35,12
debate_graph_star_12_arg_35_4077.apx,35,12
debate_graph_star_12_arg_35_43.apx,35,12
debate_graph_star_12_arg_35_4330.apx,35,12
debate_graph_star_12_arg_35_4406.apx,35,12
debate_graph_star_12_arg_35_4451.apx,35,12
debate_graph_star_12_arg_35_4537.apx,35,12
debate_graph_star_12_arg_35_4565.apx,35,12
debate_graph_star_12_arg_35_4829.apx,35,12
debate_graph_star_12_arg_35_4880.apx,35,12
debate_graph_star_12_arg_35_4888.apx,35,12
debate_graph_star_12_arg_35_5132.apx,35,12
debate_graph_star_12_arg_35_5143.apx,35,12
debate_graph_star_12_arg_35_5277.apx,35,12
debate_graph_star_12_arg_35_5307.apx,35,12
debate_graph_star_12_arg_35_5496.apx,35,12
debate_graph_star_12_arg_35_5660.apx,35,12
debate_graph_star_12_arg_35_5733.apx,35,12
debate_graph_star_12_arg_35_6045.apx,35,12
debate_graph_star_12_arg_35_6052.apx,35,12
debate_graph_star_12_arg_35_6068.apx,35,12
debate_graph_star_12_arg_35_6178.apx,35,12
debate_graph_star_12_arg_35_6247.apx,35,12
debate_graph_star_12_arg_35_6282.apx,35,12
debate_graph_star_12_arg_35_6700.apx,35,12
debate_graph_star_12_arg_35_6769.apx,35,12
debate_graph_star_12_arg_35_6957.apx,35,12
debate_graph_star_12_arg_35_7160.apx,35,12
debate_graph_star_12_arg_35_7356.apx,35,12
debate_graph_star_12_arg_35_753.apx,35,12
debate_graph_star_12_arg_35_7581.apx,35,12
debate_graph_star_12_arg_35_772.apx,35,12
debate_graph_star_12_arg_35_7739.apx,35,12
debate_graph_star_12_arg_35_7901.apx,35,12
debate_graph_star_12_arg_35_7932.apx,35,12
debate_graph_star_12_arg_35_8042.apx,35,12
debate_graph_star_12_arg_35_8102.apx,35,12
debate_graph_star_12_arg_35_8359.apx,35,12
debate_graph_star_12_arg_35_8366.apx,35,12
debate_graph_star_12_arg_35_8589.apx,35,12
debate_graph_star_12_arg_35_8689.apx,35,12
debate_graph_star_12_arg_35_8713.apx,35,12
debate_graph_star_12_arg_35_8746.apx,35,12
debate_graph_star_12_arg_35_8989.apx,35,12
debate_graph_star_12_arg_35_9192.apx,35,12
debate_graph_star_12_arg_35_9222.apx,35,12
debate_graph_star_12_arg_35_9273.apx,35,12
debate_graph_star_12_arg_35_9295.apx,35,12
debate_graph_star_12_arg_35_9383.apx,35,12
debate_graph_star_12_arg_35_9455.apx,35,12
debate_graph_star_12_arg_35_9551.apx,35,12
debate_graph_star_12_arg_35_9659.apx,35,12
debate_graph_star_12_arg_35_9721.apx,35,12
debate_graph_star_12_arg_36_1033.apx,36,12
debate_graph_star_12_arg_36_1262.apx,36,12
debate_graph_star_12_arg_36_135.apx,36,12
debate_graph_star_12_arg_36_1442.apx,36,12
debate_graph_star_12_arg_36_1609.apx,36,12
debate_graph_star_12_arg_36_1807.apx,36,12
debate_graph_star_12_arg_36_1808.apx,36,12
debate_graph_star_12_arg_36_181.apx,36,12
debate_graph_star_12_arg_36_1899.apx,36,12
debate_graph_star_12_arg_36_2004.apx,36,12
debate_graph_star_12_arg_36_205.apx,36,12
debate_graph_star_12_arg_36_2057.apx,36,12
debate_graph_star_12_arg_36_220.apx,36,12
debate_graph_star_12_arg_36_2209.apx,36,12
debate_graph_star_12_arg_36_2612.apx,36,12
debate_graph_star_12_arg_36_2657.apx,36,12
debate_graph_star_12_arg_36_2899.apx,36,12
debate_graph_star_12_arg_36_3102.apx,36,12
debate_graph_star_12_arg_36_3119.apx,36,12
debate_graph_star_12_arg_36_3224.apx,36,12
debate_graph_star_12_arg_36_347.apx,36,12
debate_graph_star_12_arg_36_3804.apx,36,12
debate_graph_star_12_arg_36_3957.apx,36,12
debate_graph_star_12_arg_36_4083.apx,36,12
debate_graph_star_12_arg_36_4282.apx,36,12
debate_graph_star_12_arg_36_4289.apx,36,12
debate_graph_star_12_arg_36_4301.apx,36,12
debate_graph_star_12_arg_36_4324.apx,36,12
debate_graph_star_12_arg_36_4611.apx,36,12
debate_graph_star_12_arg_36_4750.apx,36,12
debate_graph_star_12_arg_36_4886.apx,36,12
debate_graph_star_12_arg_36_4903.apx,36,12
debate_graph_star_12_arg_36_5220.apx,36,12
debate_graph_star_12_arg_36_5263.apx,36,12
debate_graph_star_12_arg_36_5311.apx,36,12
debate_graph_star_12_arg_36_5490.apx,36,12
debate_graph_star_12_arg_36_5492.apx,36,12
debate_graph_star_12_arg_36_5502.apx,36,12
debate_graph_star_12_arg_36_5518.apx,36,12
debate_graph_star_12_arg_36_5742.apx,36,12
debate_graph_star_12_arg_36_582.apx,36,12
debate_graph_star_12_arg_36_5980.apx,36,12
debate_graph_star_12_arg_36_6.apx,36,12
debate_graph_star_12_arg_36_6042.apx,36,12
debate_graph_star_12_arg_36_6083.apx,36,12
debate_graph_star_12_arg_36_6132.apx,36,12
debate_graph_star_12_arg_36_6265.apx,36,12
debate_graph_star_12_arg_36_6466.apx,36,12
debate_graph_star_12_arg_36_6545.apx,36,12
debate_graph_star_12_arg_36_6564.apx,36,12
debate_graph_star_12_arg_36_6576.apx,36,12
debate_graph_star_12_arg_36_6651.apx,36,12
debate_graph_star_12_arg_36_6748.apx,36,12
debate_graph_star_12_arg_36_6930.apx,36,12
debate_graph_star_12_arg_36_6935.apx,36,12
debate_graph_star_12_arg_36_703.apx,36,12
debate_graph_star_12_arg_36_7191.apx,36,12
debate_graph_star_12_arg_36_7457.apx,36,12
debate_graph_star_12_arg_36_7490.apx,36,12
debate_graph_star_12_arg_36_751.apx,36,12
debate_graph_star_12_arg_36_7587.apx,36,12
debate_graph_star_12_arg_36_7710.apx,36,12
debate_graph_star_12_arg_36_7717.apx,36,12
debate_graph_star_12_arg_36_7837.apx,36,12
debate_graph_star_12_arg_36_7877.apx,36,12
debate_graph_star_12_arg_36_7886.apx,36,12
debate_graph_star_12_arg_36_7974.apx,36,12
debate_graph_star_12_arg_36_7982.apx,36,12
debate_graph_star_12_arg_36_8206.apx,36,12
debate_graph_star_12_arg_36_823.apx,36,12
debate_graph_star_12_arg_36_8323.apx,36,12
debate_graph_star_12_arg_36_8349.apx,36,12
debate_graph_star_12_arg_36_8487.apx,36,12
debate_graph_star_12_arg_36_8490.apx,36,12
debate_graph_star_12_arg_36_8510.apx,36,12
debate_graph_star_12_arg_36_8529.apx,36,12
debate_graph_star_12_arg_36_8843.apx,36,12
debate_graph_star_12_arg_36_893.apx,36,12
debate_graph_star_12_arg_36_8991.apx,36,12
debate_graph_star_12_arg_36_9047.apx,36,12
debate_graph_star_12_arg_36_9182.apx,36,12
debate_graph_star_12_arg_36_9559.apx,36,12
debate_graph_star_12_arg_36_9577.apx,36,12
debate_graph_star_12_arg_36_990.apx,36,12
debate_graph_star_12_arg_36_9980.apx,36,12
debate_graph_star_12_arg_37_1159.apx,37,12
debate_graph_star_12_arg_37_1316.apx,37,12
debate_graph_star_12_arg_37_1392.apx,37,12
debate_graph_star_12_arg_37_1447.apx,37,12
debate_graph_star_12_arg_37_1581.apx,37,12
debate_graph_star_12_arg_37_167.apx,37,12
debate_graph_star_12_arg_37_1915.apx,37,12
debate_graph_star_12_arg_37_2049.apx,37,12
debate_graph_star_12_arg_37_2191.apx,37,12
debate_graph_star_12_arg_37_2282.apx,37,12
debate_graph_star_12_arg_37_2579.apx,37,12
debate_graph_star_12_arg_37_2711.apx,37,12
debate_graph_star_12_arg_37_2882.apx,37,12
debate_graph_star_12_arg_37_2902.apx,37,12
debate_graph_star_12_arg_37_2904.apx,37,12
debate_graph_star_12_arg_37_3034.apx,37,12
debate_graph_star_12_arg_37_3131.apx,37,12
debate_graph_star_12_arg_37_3217.apx,37,12
debate_graph_star_12_arg_37_3305.apx,37,12
debate_graph_star_12_arg_37_3673.apx,37,12
debate_graph_star_12_arg_37_3999.apx,37,12
debate_graph_star_12_arg_37_416.apx,37,12
debate_graph_star_12_arg_37_4211.apx,37,12
debate_graph_star_12_arg_37_442.apx,37,12
debate_graph_star_12_arg_37_4512.apx,37,12
debate_graph_star_12_arg_37_4568.apx,37,12
debate_graph_star_12_arg_37_4933.apx,37,12
debate_graph_star_12_arg_37_5042.apx,37,12
debate_graph_star_12_arg_37_5067.apx,37,12
debate_graph_star_12_arg_37_5163.apx,37,12
debate_graph_star_12_arg_37_5192.apx,37,12
debate_graph_star_12_arg_37_5272.apx,37,12
debate_graph_star_12_arg_37_5418.apx,37,12
debate_graph_star_12_arg_37_5529.apx,37,12
debate_graph_star_12_arg_37_556.apx,37,12
debate_graph_star_12_arg_37_5666.apx,37,12
debate_graph_star_12_arg_37_5856.apx,37,12
debate_graph_star_12_arg_37_6096.apx,37,12
debate_graph_star_12_arg_37_6305.apx,37,12
debate_graph_star_12_arg_37_6309.apx,37,12
debate_graph_star_12_arg_37_6491.apx,37,12
debate_graph_star_12_arg_37_6492.apx,37,12
debate_graph_star_12_arg_37_6666.apx,37,12
debate_graph_star_12_arg_37_6803.apx,37,12
debate_graph_star_12_arg_37_6848.apx,37,12
debate_graph_star_12_arg_37_7006.apx,37,12
debate_graph_star_12_arg_37_7060.apx,37,12
debate_graph_star_12_arg_37_7100.apx,37,12
debate_graph_star_12_arg_37_7207.apx,37,12
debate_graph_star_12_arg_37_7450.apx,37,12
debate_graph_star_12_arg_37_747.apx,37,12
debate_graph_star_12_arg_37_7472.apx,37,12
debate_graph_star_12_arg_37_7640.apx,37,12
debate_graph_star_12_arg_37_7820.apx,37,12
debate_graph_star_12_arg_37_8016.apx,37,12
debate_graph_star_12_arg_37_8059.apx,37,12
debate_graph_star_12_arg_37_8468.apx,37,12
debate_graph_star_12_arg_37_8576.apx,37,12
debate_graph_star_12_arg_37_87.apx,37,12
debate_graph_star_12_arg_37_8863.apx,37,12
debate_graph_star_12_arg_37_8934.apx,37,12
debate_graph_star_12_arg_37_9093.apx,37,12
debate_graph_star_12_arg_37_9105.apx,37,12
debate_graph_star_12_arg_37_9107.apx,37,12
debate_graph_star_12_arg_37_9217.apx,37,12
debate_graph_star_12_arg_37_9544.apx,37,12
debate_graph_star_12_arg_37_97.apx,37,12
debate_graph_star_12_arg_37_9720.apx,37,12
debate_graph_star_12_arg_37_9752.apx,37,12
debate_graph_star_12_arg_37_9840.apx,37,12
debate_graph_star_12_arg_38_1052.apx,38,12
debate_graph_star_12_arg_38_1100.apx,38,12
debate_graph_star_12_arg_38_1187.apx,38,12
debate_graph_star_12_arg_38_13.apx,38,12
debate_graph_star_12_arg_38_1365.apx,38,12
debate_graph_star_12_arg_38_1401.apx,38,12
debate_graph_star_12_arg_38_1610.apx,38,12
debate_graph_star_12_arg_38_1794.apx,38,12
debate_graph_star_12_arg_38_1854.apx,38,12
debate_graph_star_12_arg_38_1889.apx,38,12
debate_graph_star_12_arg_38_1895.apx,38,12
debate_graph_star_12_arg_38_1902.apx,38,12
debate_graph_star_12_arg_38_1914.apx,38,12
debate_graph_star_12_arg_38_2042.apx,38,12
debate_graph_star_12_arg_38_2272.apx,38,12
debate_graph_star_12_arg_38_2427.apx,38,12
debate_graph_star_12_arg_38_2576.apx,38,12
debate_graph_star_12_arg_38_2834.apx,38,12
debate_graph_star_12_arg_38_3192.apx,38,12
debate_graph_star_12_arg_38_3228.apx,38,12
debate_graph_star_12_arg_38_3385.apx,38,12
debate_graph_star_12_arg_38_3467.apx,38,12
debate_graph_star_12_arg_38_3497.apx,38,12
debate_graph_star_12_arg_38_3515.apx,38,12
debate_graph_star_12_arg_38_3612.apx,38,12
debate_graph_star_12_arg_38_3670.apx,38,12
debate_graph_star_12_arg_38_3681.apx,38,12
debate_graph_star_12_arg_38_3754.apx,38,12
debate_graph_star_12_arg_38_3994.apx,38,12
debate_graph_star_12_arg_38_4035.apx,38,12
debate_graph_star_12_arg_38_4190.apx,38,12
debate_graph_star_12_arg_38_4194.apx,38,12
debate_graph_star_12_arg_38_4370.apx,38,12
debate_graph_star_12_arg_38_4422.apx,38,12
debate_graph_star_12_arg_38_4425.apx,38,12
debate_graph_star_12_arg_38_4456.apx,38,12
debate_graph_star_12_arg_38_4514.apx,38,12
debate_graph_star_12_arg_38_4551.apx,38,12
debate_graph_star_12_arg_38_4574.apx,38,12
debate_graph_star_12_arg_38_465.apx,38,12
debate_graph_star_12_arg_38_4699.apx,38,12
debate_graph_star_12_arg_38_4981.apx,38,12
debate_graph_star_12_arg_38_5028.apx,38,12
debate_graph_star_12_arg_38_511.apx,38,12
debate_graph_star_12_arg_38_521.apx,38,12
debate_graph_star_12_arg_38_5323.apx,38,12
debate_graph_star_12_arg_38_5369.apx,38,12
debate_graph_star_12_arg_38_5380.apx,38,12
debate_graph_star_12_arg_38_5408.apx,38,12
debate_graph_star_12_arg_38_5478.apx,38,12
debate_graph_star_12_arg_38_5505.apx,38,12
debate_graph_star_12_arg_38_5797.apx,38,12
debate_graph_star_12_arg_38_5918.apx,38,12
debate_graph_star_12_arg_38_6057.apx,38,12
debate_graph_star_12_arg_38_6170.apx,38,12
debate_graph_star_12_arg_38_6299.apx,38,12
debate_graph_star_12_arg_38_6310.apx,38,12
debate_graph_star_12_arg_38_643.apx,38,12
debate_graph_star_12_arg_38_6575.apx,38,12
debate_graph_star_12_arg_38_6798.apx,38,12
debate_graph_star_12_arg_38_6989.apx,38,12
debate_graph_star_12_arg_38_6999.apx,38,12
debate_graph_star_12_arg_38_700.apx,38,12
debate_graph_star_12_arg_38_7009.apx,38,12
debate_graph_star_12_arg_38_7083.apx,38,12
debate_graph_star_12_arg_38_726.apx,38,12
debate_graph_star_12_arg_38_7297.apx,38,12
debate_graph_star_12_arg_38_7353.apx,38,12
debate_graph_star_12_arg_38_7527.apx,38,12
debate_graph_star_12_arg_38_7732.apx,38,12
debate_graph_star_12_arg_38_7757.apx,38,12
debate_graph_star_12_arg_38_7773.apx,38,12
debate_graph_star_12_arg_38_7774.apx,38,12
debate_graph_star_12_arg_38_7782.apx,38,12
debate_graph_star_12_arg_38_7808.apx,38,12
debate_graph_star_12_arg_38_7976.apx,38,12
debate_graph_star_12_arg_38_8031.apx,38,12
debate_graph_star_12_arg_38_805.apx,38,12
debate_graph_star_12_arg_38_8068.apx,38,12
debate_graph_star_12_arg_38_8234.apx,38,12
debate_graph_star_12_arg_38_8472.apx,38,12
debate_graph_star_12_arg_38_8667.apx,38,12
debate_graph_star_12_arg_38_8753.apx,38,12
debate_graph_star_12_arg_38_8789.apx,38,12
debate_graph_star_12_arg_38_8833.apx,38,12
debate_graph_star_12_arg_38_9018.apx,38,12
debate_graph_star_12_arg_38_9054.apx,38,12
debate_graph_star_12_arg_38_9140.apx,38,12
debate_graph_star_12_arg_38_934.apx,38,12
debate_graph_star_12_arg_38_9647.apx,38,12
debate_graph_star_12_arg_38_9683.apx,38,12
debate_graph_star_12_arg_38_9794.apx,38,12
debate_graph_star_12_arg_38_9949.apx,38,12
debate_graph_star_12_arg_38_9973.apx,38,12
debate_graph_star_12_arg_38_9981.apx,38,12
debate_graph_star_12_arg_39_1147.apx,39,12
debate_graph_star_12_arg_39_1226.apx,39,12
debate_graph_star_12_arg_39_1339.apx,39,12
debate_graph_star_12_arg_39_1534.apx,39,12
debate_graph_star_12_arg_39_1546.apx,39,12
debate_graph_star_12_arg_39_1585.apx,39,12
debate_graph_star_12_arg_39_1594.apx,39,12
debate_graph_star_12_arg_39_1760.apx,39,12
debate_graph_star_12_arg_39_1943.apx,39,12
debate_graph_star_12_arg_39_2096.apx,39,12
debate_graph_star_12_arg_39_2178.apx,39,12
debate_graph_star_12_arg_39_2252.apx,39,12
debate_graph_star_12_arg_39_2425.apx,39,12
debate_graph_star_12_arg_39_278.apx,39,12
debate_graph_star_12_arg_39_3074.apx,39,12
debate_graph_star_12_arg_39_3132.apx,39,12
debate_graph_star_12_arg_39_3198.apx,39,12
debate_graph_star_12_arg_39_320.apx,39,12
debate_graph_star_12_arg_39_3235.apx,39,12
debate_graph_star_12_arg_39_3362.apx,39,12
debate_graph_star_12_arg_39_3456.apx,39,12
debate_graph_star_12_arg_39_3476.apx,39,12
debate_graph_star_12_arg_39_349.apx,39,12
debate_graph_star_12_arg_39_3666.apx,39,12
debate_graph_star_12_arg_39_3824.apx,39,12
debate_graph_star_12_arg_39_3872.apx,39,12
debate_graph_star_12_arg_39_3984.apx,39,12
debate_graph_star_12_arg_39_4045.apx,39,12
debate_graph_star_12_arg_39_4048.apx,39,12
debate_graph_star_12_arg_39_4074.apx,39,12
debate_graph_star_12_arg_39_4145.apx,39,12
debate_graph_star_12_arg_39_4154.apx,39,12
debate_graph_star_12_arg_39_423.apx,39,12
debate_graph_star_12_arg_39_4367.apx,39,12
debate_graph_star_12_arg_39_4398.apx,39,12
debate_graph_star_12_arg_39_4407.apx,39,12
debate_graph_star_12_arg_39_447.apx,39,12
debate_graph_star_12_arg_39_4881.apx,39,12
debate_graph_star_12_arg_39_4899.apx,39,12
debate_graph_star_12_arg_39_5076.apx,39,12
debate_graph_star_12_arg_39_5372.apx,39,12
debate_graph_star_12_arg_39_5550.apx,39,12
debate_graph_star_12_arg_39_5668.apx,39,12
debate_graph_star_12_arg_39_5674.apx,39,12
debate_graph_star_12_arg_39_5750.apx,39,12
debate_graph_star_12_arg_39_5811.apx,39,12
debate_graph_star_12_arg_39_5902.apx,39,12
debate_graph_star_12_arg_39_6003.apx,39,12
debate_graph_star_12_arg_39_605.apx,39,12
debate_graph_star_12_arg_39_6187.apx,39,12
debate_graph_star_12_arg_39_6506.apx,39,12
debate_graph_star_12_arg_39_6557.apx,39,12
debate_graph_star_12_arg_39_6800.apx,39,12
debate_graph_star_12_arg_39_6810.apx,39,12
debate_graph_star_12_arg_39_6910.apx,39,12
debate_graph_star_12_arg_39_6972.apx,39,12
debate_graph_star_12_arg_39_7044.apx,39,12
debate_graph_star_12_arg_39_7102.apx,39,12
debate_graph_star_12_arg_39_7114.apx,39,12
debate_graph_star_12_arg_39_7173.apx,39,12
debate_graph_star_12_arg_39_77.apx,39,12
debate_graph_star_12_arg_39_79.apx,39,12
debate_graph_star_12_arg_39_7965.apx,39,12
debate_graph_star_12_arg_39_8014.apx,39,12
debate_graph_star_12_arg_39_8184.apx,39,12
debate_graph_star_12_arg_39_8235.apx,39,12
debate_graph_star_12_arg_39_8312.apx,39,12
debate_graph_star_12_arg_39_8538.apx,39,12
debate_graph_star_12_arg_39_855.apx,39,12
debate_graph_star_12_arg_39_8578.apx,39,12
debate_graph_star_12_arg_39_8585.apx,39,12
debate_graph_star_12_arg_39_873.apx,39,12
debate_graph_star_12_arg_39_8848.apx,39,12
debate_graph_star_12_arg_39_8904.apx,39,12
debate_graph_star_12_arg_39_8980.apx,39,12
debate_graph_star_12_arg_39_8984.apx,39,12
debate_graph_star_12_arg_39_9223.apx,39,12
debate_graph_star_12_arg_39_9399.apx,39,12
debate_graph_star_12_arg_39_9533.apx,39,12
debate_graph_star_12_arg_39_9969.apx,39,12
debate_graph_star_12_arg_39_9975.apx,39,12
debate_graph_star_12_arg_40_1113.apx,40,12
debate_graph_star_12_arg_40_1126.apx,40,12
debate_graph_star_12_arg_40_1276.apx,40,12
debate_graph_star_12_arg_40_1298.apx,40,12
debate_graph_star_12_arg_40_1541.apx,40,12
debate_graph_star_12_arg_40_1657.apx,40,12
debate_graph_star_12_arg_40_2094.apx,40,12
debate_graph_star_12_arg_40_2276.apx,40,12
debate_graph_star_12_arg_40_2359.apx,40,12
debate_graph_star_12_arg_40_2429.apx,40,12
debate_graph_star_12_arg_40_2464.apx,40,12
debate_graph_star_12_arg_40_2636.apx,40,12
debate_graph_star_12_arg_40_269.apx,40,12
debate_graph_star_12_arg_40_2790.apx,40,12
debate_graph_star_12_arg_40_2914.apx,40,12
debate_graph_star_12_arg_40_3033.apx,40,12
debate_graph_star_12_arg_40_3185.apx,40,12
debate_graph_star_12_arg_40_3284.apx,40,12
debate_graph_star_12_arg_40_3575.apx,40,12
debate_graph_star_12_arg_40_401.apx,40,12
debate_graph_star_12_arg_40_4057.apx,40,12
debate_graph_star_12_arg_40_4079.apx,40,12
debate_graph_star_12_arg_40_4136.apx,40,12
debate_graph_star_12_arg_40_4350.apx,40,12
debate_graph_star_12_arg_40_451.apx,40,12
debate_graph_star_12_arg_40_4524.apx,40,12
debate_graph_star_12_arg_40_4560.apx,40,12
debate_graph_star_12_arg_40_4736.apx,40,12
debate_graph_star_12_arg_40_509.apx,40,12
debate_graph_star_12_arg_40_5177.apx,40,12
debate_graph_star_12_arg_40_5435.apx,40,12
debate_graph_star_12_arg_40_5464.apx,40,12
debate_graph_star_12_arg_40_569.apx,40,12
debate_graph_star_12_arg_40_5833.apx,40,12
debate_graph_star_12_arg_40_5968.apx,40,12
debate_graph_star_12_arg_40_6108.apx,40,12
debate_graph_star_12_arg_40_613.apx,40,12
debate_graph_star_12_arg_40_6172.apx,40,12
debate_graph_star_12_arg_40_6198.apx,40,12
debate_graph_star_12_arg_40_6239.apx,40,12
debate_graph_star_12_arg_40_6297.apx,40,12
debate_graph_star_12_arg_40_6625.apx,40,12
debate_graph_star_12_arg_40_7013.apx,40,12
debate_graph_star_12_arg_40_7091.apx,40,12
debate_graph_star_12_arg_40_7125.apx,40,12
debate_graph_star_12_arg_40_7210.apx,40,12
debate_graph_star_12_arg_40_7222.apx,40,12
debate_graph_star_12_arg_40_7536.apx,40,12
debate_graph_star_12_arg_40_7803.apx,40,12
debate_graph_star_12_arg_40_7954.apx,40,12
debate_graph_star_12_arg_40_7978.apx,40,12
debate_graph_star_12_arg_40_8258.apx,40,12
debate_graph_star_12_arg_40_8270.apx,40,12
debate_graph_star_12_arg_40_8374.apx,40,12
debate_graph_star_12_arg_40_8422.apx,40,12
debate_graph_star_12_arg_40_8715.apx,40,12
debate_graph_star_12_arg_40_8721.apx,40,12
debate_graph_star_12_arg_40_8809.apx,40,12
debate_graph_star_12_arg_40_8844.apx,40,12
debate_graph_star_12_arg_40_8880.apx,40,12
debate_graph_star_12_arg_40_8902.apx,40,12
debate_graph_star_12_arg_40_9119.apx,40,12
debate_graph_star_12_arg_40_9294.apx,40,12
debate_graph_star_12_arg_40_9302.apx,40,12
debate_graph_star_12_arg_40_941.apx,40,12
debate_graph_star_12_arg_40_9552.apx,40,12
debate_graph_star_12_arg_40_9554.apx,40,12
debate_graph_star_12_arg_40_9723.apx,40,12
debate_graph_star_12_arg_40_9811.apx,40,12
debate_graph_star_12_arg_40_9858.apx,40,12
debate_graph_star_12_arg_41_104.apx,41,12
debate_graph_star_12_arg_41_1046.apx,41,12
debate_graph_star_12_arg_41_1215.apx,41,12
debate_graph_star_12_arg_41_1223.apx,41,12
debate_graph_star_12_arg_41_1332.apx,41,12
debate_graph_star_12_arg_41_1421.apx,41,12
debate_graph_star_12_arg_41_1514.apx,41,12
debate_graph_star_12_arg_41_1670.apx,41,12
debate_graph_star_12_arg_41_1929.apx,41,12
debate_graph_star_12_arg_41_2092.apx,41,12
debate_graph_star_12_arg_41_2124.apx,41,12
debate_graph_star_12_arg_41_2395.apx,41,12
debate_graph_star_12_arg_41_2544.apx,41,12
debate_graph_star_12_arg_41_266.apx,41,12
debate_graph_star_12_arg_41_2789.apx,41,12
debate_graph_star_12_arg_41_2881.apx,41,12
debate_graph_star_12_arg_41_2965.apx,41,12
debate_graph_star_12_arg_41_30.apx,41,12
debate_graph_star_12_arg_41_3076.apx,41,12
debate_graph_star_12_arg_41_3190.apx,41,12
debate_graph_star_12_arg_41_3236.apx,41,12
debate_graph_star_12_arg_41_3399.apx,41,12
debate_graph_star_12_arg_41_3696.apx,41,12
debate_graph_star_12_arg_41_3742.apx,41,12
debate_graph_star_12_arg_41_3837.apx,41,12
debate_graph_star_12_arg_41_4137.apx,41,12
debate_graph_star_12_arg_41_4382.apx,41,12
debate_graph_star_12_arg_41_4479.apx,41,12
debate_graph_star_12_arg_41_4482.apx,41,12
debate_graph_star_12_arg_41_4585.apx,41,12
debate_graph_star_12_arg_41_4601.apx,41,12
debate_graph_star_12_arg_41_4708.apx,41,12
debate_graph_star_12_arg_41_4860.apx,41,12
debate_graph_star_12_arg_41_5057.apx,41,12
debate_graph_star_12_arg_41_5280.apx,41,12
debate_graph_star_12_arg_41_5365.apx,41,12
debate_graph_star_12_arg_41_5559.apx,41,12
